Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
SURVEY,2023,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, OTHER","CHEMICAL, OTHER: (GARLIC OIL = 128827)",(D),NA
SURVEY,2023,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, OTHER","CHEMICAL, OTHER: (HYDROGEN PEROXIDE = 595)",(D),NA
SURVEY,2023,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, OTHER","CHEMICAL, OTHER: (IRON PHOSPHATE = 34903)",(D),NA
SURVEY,2023,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, OTHER","CHEMICAL, OTHER: (METALDEHYDE = 53001)",(D),NA
SURVEY,2023,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, OTHER","CHEMICAL, OTHER: (METAM-POTASSIUM = 39002)",(D),NA
SURVEY,2023,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, OTHER","CHEMICAL, OTHER: (METAM-SODIUM = 39003)",(D),NA
SURVEY,2023,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, OTHER","CHEMICAL, OTHER: (PEROXYACETIC ACID = 63201)",(D),NA
SURVEY,2023,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, OTHER","CHEMICAL, OTHER: (PSEUDOMONAS CHLORORAPHIS STRAIN AFS009 = 6800)",(NA),NA
SURVEY,2023,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, OTHER","CHEMICAL, OTHER: (REYNOUTRIA SACHALINE = 55809)",(D),NA
SURVEY,2023,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, OTHER","CHEMICAL, OTHER: (TOTAL)","15,611,900",NA
SURVEY,2023,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (ACIBENZOLAR-S-METHYL = 61402)",(D),NA
SURVEY,2023,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (CAPSICUM OLEORESIN EXTRACT = 70704)",(NA),NA
SURVEY,2023,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (CHLOROPICRIN = 81501)",188.284,NA
SURVEY,2023,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (DICHLOROPROPENE = 29001)",111.391,NA
SURVEY,2023,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (FLUTRIAFOL = 128940)",0.114,NA
SURVEY,2023,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (GARLIC OIL = 128827)",(D),NA
SURVEY,2023,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (HYDROGEN PEROXIDE = 595)",(D),NA
SURVEY,2023,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (IRON PHOSPHATE = 34903)",(D),NA
SURVEY,2023,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (METALDEHYDE = 53001)",(D),NA
SURVEY,2023,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (METAM-POTASSIUM = 39002)",(D),NA
SURVEY,2023,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (METAM-SODIUM = 39003)",(D),NA
SURVEY,2023,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (PEROXYACETIC ACID = 63201)",(D),NA
SURVEY,2023,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (PSEUDOMONAS CHLORORAPHIS STRAIN AFS009 = 6800)",(NA),NA
SURVEY,2023,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (REYNOUTRIA SACHALINE = 55809)",(D),NA
SURVEY,2023,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (ACIBENZOLAR-S-METHYL = 61402)",(D),NA
SURVEY,2023,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (CAPSICUM OLEORESIN EXTRACT = 70704)",(NA),NA
SURVEY,2023,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (CHLOROPICRIN = 81501)",442.413,NA
SURVEY,2023,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (DICHLOROPROPENE = 29001)",131.091,NA
SURVEY,2023,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (FLUTRIAFOL = 128940)",0.218,NA
SURVEY,2023,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (GARLIC OIL = 128827)",(D),NA
SURVEY,2023,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (HYDROGEN PEROXIDE = 595)",(D),NA
SURVEY,2023,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (IRON PHOSPHATE = 34903)",(D),NA
SURVEY,2023,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (METALDEHYDE = 53001)",(D),NA
SURVEY,2023,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (METAM-POTASSIUM = 39002)",(D),NA
SURVEY,2023,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (METAM-SODIUM = 39003)",(D),NA
SURVEY,2023,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (PEROXYACETIC ACID = 63201)",(D),NA
SURVEY,2023,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (PSEUDOMONAS CHLORORAPHIS STRAIN AFS009 = 6800)",(NA),NA
SURVEY,2023,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (REYNOUTRIA SACHALINE = 55809)",(D),NA
SURVEY,2023,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (ACIBENZOLAR-S-METHYL = 61402)",(D),NA
SURVEY,2023,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (CAPSICUM OLEORESIN EXTRACT = 70704)",(D),NA
SURVEY,2023,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (CHLOROPICRIN = 81501)",2.3,NA
SURVEY,2023,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (DICHLOROPROPENE = 29001)",1.2,NA
SURVEY,2023,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (FLUTRIAFOL = 128940)",1.9,NA
SURVEY,2023,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (GARLIC OIL = 128827)",(D),NA
SURVEY,2023,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (HYDROGEN PEROXIDE = 595)",(D),NA
SURVEY,2023,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (IRON PHOSPHATE = 34903)",(D),NA
SURVEY,2023,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (METALDEHYDE = 53001)",(D),NA
SURVEY,2023,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (METAM-POTASSIUM = 39002)",(D),NA
SURVEY,2023,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (METAM-SODIUM = 39003)",(D),NA
SURVEY,2023,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (PEROXYACETIC ACID = 63201)",(D),NA
SURVEY,2023,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (PSEUDOMONAS CHLORORAPHIS STRAIN AFS009 = 6800)",(D),NA
SURVEY,2023,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (REYNOUTRIA SACHALINE = 55809)",(D),NA
SURVEY,2023,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (ACIBENZOLAR-S-METHYL = 61402)",(D),NA
SURVEY,2023,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (CAPSICUM OLEORESIN EXTRACT = 70704)",(D),NA
SURVEY,2023,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (CHLOROPICRIN = 81501)",59,NA
SURVEY,2023,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (DICHLOROPROPENE = 29001)",29,NA
SURVEY,2023,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (FLUTRIAFOL = 128940)",41,NA
SURVEY,2023,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (GARLIC OIL = 128827)",(D),NA
SURVEY,2023,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (HYDROGEN PEROXIDE = 595)",(D),NA
SURVEY,2023,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (IRON PHOSPHATE = 34903)",(D),NA
SURVEY,2023,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (METALDEHYDE = 53001)",(D),NA
SURVEY,2023,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (METAM-POTASSIUM = 39002)",(D),NA
SURVEY,2023,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (METAM-SODIUM = 39003)",(D),NA
SURVEY,2023,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (PEROXYACETIC ACID = 63201)",(D),NA
SURVEY,2023,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (PSEUDOMONAS CHLORORAPHIS STRAIN AFS009 = 6800)",(D),NA
SURVEY,2023,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (REYNOUTRIA SACHALINE = 55809)",(D),NA
SURVEY,2023,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (TOTAL)",71,NA
SURVEY,2023,YEAR,NA,STATE,FLORIDA,12,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES - APPLICATIONS, MEASURED IN LB","CHEMICAL, OTHER","CHEMICAL, OTHER: (CUPRAMMONIUM ACETATE = 36011)",(D),NA
SURVEY,2023,YEAR,NA,STATE,FLORIDA,12,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES - APPLICATIONS, MEASURED IN LB","CHEMICAL, OTHER","CHEMICAL, OTHER: (DODECADIEN-1-OL = 129028)",(D),NA
SURVEY,2023,YEAR,NA,STATE,FLORIDA,12,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES - APPLICATIONS, MEASURED IN LB","CHEMICAL, OTHER","CHEMICAL, OTHER: (FLUENSULFONE = 50410)",(D),NA
SURVEY,2023,YEAR,NA,STATE,FLORIDA,12,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES - APPLICATIONS, MEASURED IN LB","CHEMICAL, OTHER","CHEMICAL, OTHER: (GIBBERELLIC ACID = 43801)",(D),NA
SURVEY,2023,YEAR,NA,STATE,FLORIDA,12,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (CUPRAMMONIUM ACETATE = 36011)",(D),NA
SURVEY,2023,YEAR,NA,STATE,FLORIDA,12,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (DODECADIEN-1-OL = 129028)",(D),NA
SURVEY,2023,YEAR,NA,STATE,FLORIDA,12,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (FLUENSULFONE = 50410)",(D),NA
